YEAR,STATE,STATECODE,COUNTY,COUNTYCODE,AREANAME,AVERAGEVALUE
1950,Colorado,80,Hinsdale,530,Hinsdale,20
1950,Colorado,80,Huerfano,550,Huerfano,12
1950,Colorado,80,Jackson,570,Jackson,22
1950,Colorado,80,Jefferson,590,Jefferson,121
1950,Colorado,80,Kiowa,610,Kiowa,26
1950,Colorado,80,Kit Carson,630,Kit Carson,32
1950,Colorado,80,Lake,650,Lake,9
1950,Colorado,80,La Plata,670,La Plata,35
1950,Colorado,80,Larimer,690,Larimer,56
1950,Colorado,80,Las Animas,710,Las Animas,10
1950,Colorado,80,Lincoln,730,Lincoln,19
1950,Colorado,80,Logan,750,Logan,36
1950,Colorado,80,Mesa,770,Mesa,69
1950,Colorado,80,Moffat,810,Moffat,10
1950,Colorado,80,Montezuma,830,Montezuma,48
1950,Colorado,80,Montrose,850,Montrose,37
1950,Colorado,80,Morgan,870,Morgan,44
1950,Colorado,80,Otero,890,Otero,28
1950,Colorado,80,Ouray,910,Ouray,28
1950,Colorado,80,Park,930,Park,12
1950,Colorado,80,Phillips,950,Phillips,53
1950,Colorado,80,Pitkin,970,Pitkin,69
1950,Colorado,80,Prowers,990,Prowers,41
1950,Colorado,80,Pueblo,1010,Pueblo,23
1950,Colorado,80,Rio Blanco,1030,Rio Blanco,15
1950,Colorado,80,Rio Grande,1050,Rio Grande,107
1950,Colorado,80,Routt,1070,Routt,30
1950,Colorado,80,Saguache,1090,Saguache,26
1950,Colorado,80,San Miguel,1130,San Miguel,23
1950,Colorado,80,Sedgwick,1150,Sedgwick,56
1950,Colorado,80,Summit,1170,Summit,48
1950,Colorado,80,Teller,1190,Teller,20
1950,Colorado,80,Washington,1210,Washington,25
1950,Colorado,80,Weld,1230,Weld,59
1950,Colorado,80,Yuma,1250,Yuma,29
1950,Nevada,320,Churchill,10,Churchill,103
1950,Nevada,320,Clark,30,Clark,194
1950,Nevada,320,Douglas,50,Douglas,52
1950,Nevada,320,Elko,70,Elko,11
1950,Nevada,320,Esmeralda,90,Esmeralda,111
1950,Nevada,320,Eureka,110,Eureka,9
1950,Nevada,320,Humboldt,130,Humboldt,11
1950,Nevada,320,Lander,150,Lander,3
1950,Nevada,320,Lincoln,170,Lincoln,38
1950,Nevada,320,Lyon,190,Lyon,73
1950,Nevada,320,Mineral,210,Mineral,75
1950,Nevada,320,Nye,230,Nye,47
1950,Nevada,320,Ormsby,250,Ormsby,71
1950,Nevada,320,Pershing,270,Pershing,24
1950,Nevada,320,Storey,290,Storey,6
1950,Nevada,320,Washoe,310,Washoe,49
1950,Nevada,320,White Pine,330,White Pine,36
1950,New Mexico,350,Bernalillo,10,Bernalillo,29
1950,New Mexico,350,Catron,30,Catron,5
1950,New Mexico,350,Chaves,50,Chaves,18
1950,New Mexico,350,Colfax,70,Colfax,15
1950,New Mexico,350,Curry,90,Curry,46
1950,New Mexico,350,De Baca,110,De Baca,11
1950,New Mexico,350,Dona Ana,130,Dona Ana,68
1950,New Mexico,350,Eddy,150,Eddy,35
1950,New Mexico,350,Grant,170,Grant,12
1950,New Mexico,350,Guadalupe,190,Guadalupe,9
1950,New Mexico,350,Harding,210,Harding,9
1950,New Mexico,350,Hidalgo,230,Hidalgo,8
1950,New Mexico,350,Lea,250,Lea,16
1950,New Mexico,350,Lincoln,270,Lincoln,12
1950,New Mexico,350,Luna,290,Luna,15
1950,New Mexico,350,McKinley,310,Mckinley,7
1950,New Mexico,350,Mora,330,Mora,13
1950,New Mexico,350,Otero,350,Otero,6
1950,New Mexico,350,Quay,370,Quay,18
1950,New Mexico,350,Rio Arriba,390,Rio Arriba,26
1950,New Mexico,350,Roosevelt,410,Roosevelt,28
1950,New Mexico,350,Sandoval,430,Sandoval,22
1950,New Mexico,350,San Juan,450,San Juan,42
1950,New Mexico,350,San Miguel,470,San Miguel,14
1950,New Mexico,350,Santa Fe,490,Santa Fe,19
1950,New Mexico,350,Sierra,510,Sierra,16
1950,New Mexico,350,Socorro,530,Socorro,8
1950,New Mexico,350,Taos,550,Taos,20
1950,New Mexico,350,Torrance,570,Torrance,13
1950,New Mexico,350,Union,590,Union,17
1950,New Mexico,350,Valencia,610,Valencia,8
1950,Oregon,410,Baker,10,Baker,29
1950,Oregon,410,Benton,30,Benton,102
1950,Oregon,410,Clackamas,50,Clackamas,229
1950,Oregon,410,Clatsop,70,Clatsop,153
1950,Oregon,410,Columbia,90,Columbia,141
1950,Oregon,410,Coos,110,Coos,80
1950,Oregon,410,Crook,130,Crook,14
1950,Oregon,410,Curry,150,Curry,82
1950,Oregon,410,Deschutes,170,Deschutes,49
1950,Oregon,410,Douglas,190,Douglas,71
1950,Oregon,410,Gilliam,210,Gilliam,22
1950,Oregon,410,Grant,230,Grant,15
1950,Oregon,410,Harney,250,Harney,14
1950,Oregon,410,Hood River,270,Hood River,467
1950,Oregon,410,Jackson,290,Jackson,169
1950,Oregon,410,Jefferson,310,Jefferson,35
1950,Oregon,410,Josephine,330,Josephine,231
1950,Oregon,410,Klamath,350,Klamath,54
1950,Oregon,410,Lake,370,Lake,14
1950,Oregon,410,Lane,390,Lane,150
1950,Oregon,410,Lincoln,410,Lincoln,70
1950,Oregon,410,Linn,430,Linn,133
1950,Oregon,410,Malheur,450,Malheur,43
1950,Oregon,410,Marion,470,Marion,231
1950,Oregon,410,Morrow,490,Morrow,26
1950,Oregon,410,Multnomah,510,Multnomah,575
1950,Oregon,410,Polk,530,Polk,124
1950,Oregon,410,Sherman,550,Sherman,51
1950,Oregon,410,Tillamook,570,Tillamook,251
1950,Oregon,410,Umatilla,590,Umatilla,66
1950,Oregon,410,Union,610,Union,57
1950,Oregon,410,Wallowa,630,Wallowa,26
1950,Oregon,410,Wasco,650,Wasco,19
1950,Oregon,410,Washington,670,Washington,281
1950,Oregon,410,Wheeler,690,Wheeler,9
1950,Oregon,410,Yamhill,710,Yamhill,191
1950,Texas,480,Anderson,10,Anderson,30
1950,Texas,480,Andrews,30,Andrews,10
1950,Texas,480,Angelina,50,Angelina,64
1950,Texas,480,Aransas,70,Aransas,50
1950,Texas,480,Archer,90,Archer,37
1950,Texas,480,Armstrong,110,Armstrong,27
1950,Texas,480,Atascosa,130,Atascosa,43
1950,Texas,480,Austin,150,Austin,69
1950,Texas,480,Bailey,170,Bailey,86
1950,Texas,480,Bandera,190,Bandera,41
1950,Texas,480,Bastrop,210,Bastrop,38
1950,Texas,480,Baylor,230,Baylor,52
1950,Texas,480,Bee,250,Bee,46
1950,Texas,480,Bell,270,Bell,78
1950,Texas,480,Bexar,290,Bexar,128
1950,Texas,480,Blanco,310,Blanco,39
1950,Texas,480,Borden,330,Borden,24
1950,Texas,480,Bosque,350,Bosque,62
1950,Texas,480,Bowie,370,Bowie,60
1950,Texas,480,Brazoria,390,Brazoria,55
1950,Texas,480,Brazos,410,Brazos,49
1950,Texas,480,Brewster,430,Brewster,9
1950,Texas,480,Briscoe,450,Briscoe,55
1950,Texas,480,Brooks,470,Brooks,13
1950,Texas,480,Brown,490,Brown,44
1950,Texas,480,Burleson,510,Burleson,53
1950,Texas,480,Burnet,530,Burnet,33
1950,Texas,480,Caldwell,550,Caldwell,77
1950,Texas,480,Calhoun,570,Calhoun,33
1950,Texas,480,Callahan,590,Callahan,36
1950,Texas,480,Cameron,610,Cameron,243
1950,Texas,480,Camp,630,Camp,47
1950,Texas,480,Carson,650,Carson,57
1950,Texas,480,Cass,670,Cass,42
1950,Texas,480,Castro,690,Castro,95
1950,Texas,480,Chambers,710,Chambers,36
1950,Texas,480,Cherokee,730,Cherokee,45
1950,Texas,480,Childress,750,Childress,40
1950,Texas,480,Clay,770,Clay,53
1950,Texas,480,Cochran,790,Cochran,56
1950,Texas,480,Coke,810,Coke,33
1950,Texas,480,Coleman,830,Coleman,47
1950,Texas,480,Collin,850,Collin,112
1950,Texas,480,Collingsworth,870,Collingsworth,47
1950,Texas,480,Colorado,890,Colorado,51
1950,Texas,480,Comal,910,Comal,48
1950,Texas,480,Comanche,930,Comanche,51
1950,Texas,480,Concho,950,Concho,51
1950,Texas,480,Cooke,970,Cooke,57
1950,Texas,480,Coryell,990,Coryell,47
1950,Texas,480,Cottle,1010,Cottle,34
1950,Texas,480,Crane,1030,Crane,6
1950,Texas,480,Crockett,1050,Crockett,17
1950,Texas,480,Crosby,1070,Crosby,101
1950,Texas,480,Culberson,1090,Culberson,7
1950,Texas,480,Dallam,1110,Dallam,28
1950,Texas,480,Dallas,1130,Dallas,228
1950,Texas,480,Dawson,1150,Dawson,93
1950,Texas,480,Deaf Smith,1170,Deaf Smith,70
1950,Texas,480,Delta,1190,Delta,80
1950,Texas,480,Denton,1210,Denton,96
1950,Texas,480,DeWitt,1230,De Witt,66
1950,Texas,480,Dickens,1250,Dickens,37
1950,Texas,480,Dimmit,1270,Dimmit,34
1950,Texas,480,Donley,1290,Donley,34
1950,Texas,480,Duval,1310,Duval,16
1950,Texas,480,Eastland,1330,Eastland,35
1950,Texas,480,Ector,1350,Ector,14
1950,Texas,480,Edwards,1370,Edwards,25
1950,Texas,480,Ellis,1390,Ellis,97
1950,Texas,480,El Paso,1410,El Paso,139
1950,Texas,480,Erath,1430,Erath,80
1950,Texas,480,Falls,1450,Falls,76
1950,Texas,480,Fannin,1470,Fannin,66
1950,Texas,480,Fayette,1490,Fayette,54
1950,Texas,480,Fisher,1510,Fisher,56
1950,Texas,480,Floyd,1530,Floyd,95
1950,Texas,480,Foard,1550,Foard,48
1950,Texas,480,Fort Bend,1570,Fort Bend,90
1950,Texas,480,Franklin,1590,Franklin,40
1950,Texas,480,Freestone,1610,Freestone,28
1950,Texas,480,Frio,1630,Frio,43
1950,Texas,480,Gaines,1650,Gaines,20
1950,Texas,480,Galveston,1670,Galveston,143
1950,Texas,480,Garza,1690,Garza,31
1950,Texas,480,Gillespie,1710,Gillespie,47
1950,Texas,480,Glasscock,1730,Glasscock,24
1950,Texas,480,Goliad,1750,Goliad,44
1950,Texas,480,Gonzales,1770,Gonzales,53
1950,Texas,480,Gray,1790,Gray,51
1950,Texas,480,Grayson,1810,Grayson,80
1950,Texas,480,Gregg,1830,Gregg,76
1950,Texas,480,Grimes,1850,Grimes,34
1950,Texas,480,Guadalupe,1870,Guadalupe,76
1950,Texas,480,Hale,1890,Hale,136
1950,Texas,480,Hall,1910,Hall,40
1950,Texas,480,Hamilton,1930,Hamilton,45
1950,Texas,480,Hansford,1950,Hansford,49
1950,Texas,480,Hardeman,1970,Hardeman,58
1950,Texas,480,Hardin,1990,Hardin,138
1950,Texas,480,Harris,2010,Harris,171
1950,Texas,480,Harrison,2030,Harrison,53
1950,Texas,480,Hartley,2050,Hartley,22
1950,Texas,480,Haskell,2070,Haskell,84
1950,Texas,480,Hays,2090,Hays,55
1950,Texas,480,Hemphill,2110,Hemphill,29
1950,Texas,480,Henderson,2130,Henderson,34
1950,Texas,480,Hidalgo,2150,Hidalgo,203
1950,Texas,480,Hill,2170,Hill,87
1950,Texas,480,Hockley,2190,Hockley,101
1950,Texas,480,Hood,2210,Hood,53
1950,Texas,480,Hopkins,2230,Hopkins,54
1950,Texas,480,Houston,2250,Houston,32
1950,Texas,480,Howard,2270,Howard,48
1950,Texas,480,Hudspeth,2290,Hudspeth,10
1950,Texas,480,Hunt,2310,Hunt,81
1950,Texas,480,Hutchinson,2330,Hutchinson,33
1950,Texas,480,Irion,2350,Irion,20
1950,Texas,480,Jack,2370,Jack,38
1950,Texas,480,Jackson,2390,Jackson,52
1950,Texas,480,Jasper,2410,Jasper,89
1950,Texas,480,Jeff Davis,2430,Jeff Davis,14
1950,Texas,480,Jefferson,2450,Jefferson,49
1950,Texas,480,Jim Hogg,2470,Jim Hogg,29
1950,Texas,480,Jim Wells,2490,Jim Wells,57
1950,Texas,480,Johnson,2510,Johnson,79
1950,Texas,480,Jones,2530,Jones,65
1950,Texas,480,Karnes,2550,Karnes,67
1950,Texas,480,Kaufman,2570,Kaufman,70
1950,Texas,480,Kendall,2590,Kendall,44
1950,Texas,480,Kenedy,2610,Kenedy,10
1950,Texas,480,Kent,2630,Kent,24
1950,Texas,480,Kerr,2650,Kerr,40
1950,Texas,480,Kimble,2670,Kimble,33
1950,Texas,480,King,2690,King,15
1950,Texas,480,Kinney,2710,Kinney,21
1950,Texas,480,Kleberg,2730,Kleberg,12
1950,Texas,480,Knox,2750,Knox,67
1950,Texas,480,Lamar,2770,Lamar,59
1950,Texas,480,Lamb,2790,Lamb,114
1950,Texas,480,Lampasas,2810,Lampasas,45
1950,Texas,480,La Salle,2830,La Salle,22
1950,Texas,480,Lavaca,2850,Lavaca,57
1950,Texas,480,Lee,2870,Lee,33
1950,Texas,480,Leon,2890,Leon,22
1950,Texas,480,Liberty,2910,Liberty,52
1950,Texas,480,Limestone,2930,Limestone,45
1950,Texas,480,Lipscomb,2950,Lipscomb,47
1950,Texas,480,Live Oak,2970,Live Oak,47
1950,Texas,480,Llano,2990,Llano,47
1950,Texas,480,Loving,3010,Loving,4
1950,Texas,480,Lubbock,3030,Lubbock,191
1950,Texas,480,Lynn,3050,Lynn,84
1950,Texas,480,McCulloch,3070,Mcculloch,54
1950,Texas,480,McLennan,3090,Mclennan,93
1950,Texas,480,McMullen,3110,Mcmullen,20
1950,Texas,480,Madison,3130,Madison,36
1950,Texas,480,Marion,3150,Marion,32
1950,Texas,480,Martin,3170,Martin,68
1950,Texas,480,Mason,3190,Mason,47
1950,Texas,480,Matagorda,3210,Matagorda,48
1950,Texas,480,Maverick,3230,Maverick,21
1950,Texas,480,Medina,3250,Medina,52
1950,Texas,480,Menard,3270,Menard,38
1950,Texas,480,Midland,3290,Midland,24
1950,Texas,480,Milam,3310,Milam,52
1950,Texas,480,Mills,3330,Mills,42
1950,Texas,480,Mitchell,3350,Mitchell,43
1950,Texas,480,Montague,3370,Montague,34
1950,Texas,480,Montgomery,3390,Montgomery,56
1950,Texas,480,Moore,3410,Moore,52
1950,Texas,480,Morris,3430,Morris,51
1950,Texas,480,Motley,3450,Motley,19
1950,Texas,480,Nacogdoches,3470,Nacogdoches,43
1950,Texas,480,Navarro,3490,Navarro,68
1950,Texas,480,Newton,3510,Newton,51
1950,Texas,480,Nolan,3530,Nolan,45
1950,Texas,480,Nueces,3550,Nueces,127
1950,Texas,480,Ochiltree,3570,Ochiltree,75
1950,Texas,480,Oldham,3590,Oldham,15
1950,Texas,480,Orange,3610,Orange,157
1950,Texas,480,Palo Pinto,3630,Palo Pinto,37
1950,Texas,480,Panola,3650,Panola,39
1950,Texas,480,Parker,3670,Parker,61
1950,Texas,480,Parmer,3690,Parmer,70
1950,Texas,480,Pecos,3710,Pecos,15
1950,Texas,480,Polk,3730,Polk,34
1950,Texas,480,Potter,3750,Potter,29
1950,Texas,480,Presidio,3770,Presidio,16
1950,Texas,480,Rains,3790,Rains,29
1950,Texas,480,Randall,3810,Randall,74
1950,Texas,480,Reagan,3830,Reagan,21
1950,Texas,480,Real,3850,Real,24
1950,Texas,480,Red River,3870,Red River,39
1950,Texas,480,Reeves,3890,Reeves,11
1950,Texas,480,Refugio,3910,Refugio,36
1950,Texas,480,Roberts,3930,Roberts,24
1950,Texas,480,Robertson,3950,Robertson,42
1950,Texas,480,Rockwall,3970,Rockwall,105
1950,Texas,480,Runnels,3990,Runnels,71
1950,Texas,480,Rusk,4010,Rusk,47
1950,Texas,480,Sabine,4030,Sabine,38
1950,Texas,480,San Augustine,4050,San Augustine,44
1950,Texas,480,San Jacinto,4070,San Jacinto,33
1950,Texas,480,San Patricio,4090,San Patricio,116
1950,Texas,480,San Saba,4110,San Saba,53
1950,Texas,480,Schleicher,4130,Schleicher,33
1950,Texas,480,Scurry,4150,Scurry,62
1950,Texas,480,Shackelford,4170,Shackelford,32
1950,Texas,480,Shelby,4190,Shelby,52
1950,Texas,480,Sherman,4210,Sherman,54
1950,Texas,480,Smith,4230,Smith,60
1950,Texas,480,Somervell,4250,Somervell,29
1950,Texas,480,Starr,4270,Starr,24
1950,Texas,480,Stephens,4290,Stephens,34
1950,Texas,480,Sterling,4310,Sterling,27
1950,Texas,480,Stonewall,4330,Stonewall,26
1950,Texas,480,Sutton,4350,Sutton,28
1950,Texas,480,Swisher,4370,Swisher,98
1950,Texas,480,Tarrant,4390,Tarrant,159
1950,Texas,480,Taylor,4410,Taylor,60
1950,Texas,480,Terrell,4430,Terrell,13
1950,Texas,480,Terry,4450,Terry,53
1950,Texas,480,Throckmorton,4470,Throckmorton,40
1950,Texas,480,Titus,4490,Titus,46
1950,Texas,480,Tom Green,4510,Tom Green,51
1950,Texas,480,Travis,4530,Travis,82
1950,Texas,480,Trinity,4550,Trinity,33
1950,Texas,480,Tyler,4570,Tyler,61
1950,Texas,480,Upshur,4590,Upshur,50
1950,Texas,480,Upton,4610,Upton,13
1950,Texas,480,Uvalde,4630,Uvalde,31
1950,Texas,480,Val Verde,4650,Val Verde,17
1950,Texas,480,Van Zandt,4670,Van Zandt,47
1950,Texas,480,Victoria,4690,Victoria,62
1950,Texas,480,Walker,4710,Walker,31
1950,Texas,480,Waller,4730,Waller,60
1950,Texas,480,Ward,4750,Ward,8
1950,Texas,480,Washington,4770,Washington,62
1950,Texas,480,Webb,4790,Webb,14
1950,Texas,480,Wharton,4810,Wharton,72
1950,Texas,480,Wheeler,4830,Wheeler,38
1950,Texas,480,Wichita,4850,Wichita,62
1950,Texas,480,Wilbarger,4870,Wilbarger,37
1950,Texas,480,Willacy,4890,Willacy,152
1950,Texas,480,Williamson,4910,Williamson,86
1950,Texas,480,Wilson,4930,Wilson,55
1950,Texas,480,Winkler,4950,Winkler,5
1950,Texas,480,Wise,4970,Wise,46
1950,Texas,480,Wood,4990,Wood,46
1950,Texas,480,Yoakum,5010,Yoakum,19
1950,Texas,480,Young,5030,Young,42
1950,Texas,480,Zapata,5050,Zapata,26
1950,Texas,480,Zavala,5070,Zavala,34
1950,Utah,490,Beaver,10,Beaver,67
1950,Utah,490,Box Elder,30,Box Elder,45
1950,Utah,490,Cache,50,Cache,107
1950,Utah,490,Carbon,70,Carbon,18
1950,Utah,490,Daggett,90,Daggett,18
1950,Utah,490,Davis,110,Davis,82
1950,Utah,490,Duchesne,130,Duchesne,27
1950,Utah,490,Emery,150,Emery,32
1950,Utah,490,Garfield,170,Garfield,49
1950,Utah,490,Grand,190,Grand,22
1950,Utah,490,Iron,210,Iron,24
1950,Utah,490,Juab,230,Juab,32
1950,Utah,490,Kane,250,Kane,15
1950,Utah,490,Millard,270,Millard,49
1950,Utah,490,Morgan,290,Morgan,27
1950,Utah,490,Piute,310,Piute,87
1950,Utah,490,Rich,330,Rich,14
1950,Utah,490,Salt Lake,350,Salt Lake,117
1950,Utah,490,San Juan,370,San Juan,19
1950,Utah,490,Sanpete,390,Sanpete,42
1950,Utah,490,Sevier,410,Sevier,114
1950,Utah,490,Summit,430,Summit,29
1950,Utah,490,Tooele,450,Tooele,24
1950,Utah,490,Uintah,470,Uintah,39
1950,Utah,490,Utah,490,Utah,109
1950,Utah,490,Wasatch,510,Wasatch,46
1950,Utah,490,Washington,530,Washington,42
1950,Utah,490,Wayne,550,Wayne,64
1950,Utah,490,Weber,570,Weber,55
1950,Washington,530,Adams,10,Adams,55
1950,Washington,530,Asotin,30,Asotin,38
1950,Washington,530,Benton,50,Benton,45
1950,Washington,530,Chelan,70,Chelan,173
1950,Washington,530,Clallam,90,Clallam,171
1950,Washington,530,Clark,110,Clark,211
1950,Washington,530,Columbia,130,Columbia,74
1950,Washington,530,Cowlitz,150,Cowlitz,156
1950,Washington,530,Douglas,170,Douglas,34
1950,Washington,530,Ferry,190,Ferry,21
1950,Washington,530,Franklin,210,Franklin,37
1950,Washington,530,Garfield,230,Garfield,81
1950,Washington,530,Grant,250,Grant,35
1950,Washington,530,Grays Harbor,270,Grays Harbor,140
1950,Washington,530,Island,290,Island,203
1950,Washington,530,Jefferson,310,Jefferson,107
1950,Washington,530,King,330,King,456
1950,Washington,530,Kitsap,350,Kitsap,359
1950,Washington,530,Kittitas,370,Kittitas,65
1950,Washington,530,Klickitat,390,Klikatat,24
1950,Washington,530,Lewis,410,Lewis,115
1950,Washington,530,Lincoln,430,Lincoln,60
1950,Washington,530,Mason,450,Mason,120
1950,Washington,530,Okanogan,470,Okanogan,29
1950,Washington,530,Pacific,490,Pacific,218
1950,Washington,530,Pend Oreille,510,Pend Oreille,43
1950,Washington,530,Pierce,530,Pierce,334
1950,Washington,530,San Juan,550,San Juan,101
1950,Washington,530,Skagit,570,Skagit,265
1950,Washington,530,Skamania,590,Skamania,59
1950,Washington,530,Snohomish,610,Snohomish,302
1950,Washington,530,Spokane,630,Spokane,105
1950,Washington,530,Stevens,650,Stevens,43
1950,Washington,530,Thurston,670,Thurston,122
1950,Washington,530,Wahkiakum,690,Wahkiakum,161
1950,Washington,530,Walla Walla,710,Walla Walla,87
1950,Washington,530,Whatcom,730,Whatcom,270
1950,Washington,530,Whitman,750,Whitman,135
1950,Washington,530,Yakima,770,Yakima,113
1954,Arizona,40,Apache,10,Apache,8
1954,Arizona,40,Cochise,30,Cochise,18
1954,Arizona,40,Coconino,50,Coconino,7
1954,Arizona,40,Gila,70,Gila,36
1954,Arizona,40,Graham,90,Graham,24
1954,Arizona,40,Greenlee,110,Greenlee,15
1954,Arizona,40,Maricopa,130,Maricopa,139
1954,Arizona,40,Mohave,150,Mohave,9
1954,Arizona,40,Navajo,170,Navajo,8
1954,Arizona,40,Pima,190,Pima,16
1954,Arizona,40,Pinal,210,Pinal,101
1954,Arizona,40,Santa Cruz,230,Santa Cruz,32
1954,Arizona,40,Yavapai,250,Yavapai,10
1954,Arizona,40,Yuma,270,Yuma,122
1954,California,60,Alameda,10,Alameda,402
1954,California,60,Alpine,30,Alpine,61
1954,California,60,Amador,50,Amador,51
1954,California,60,Butte,70,Butte,207
1954,California,60,Calaveras,90,Calaveras,51
1954,California,60,Colusa,110,Colusa,145
1954,California,60,Contra Costa,130,Contra Costa,512
1954,California,60,Del Norte,150,Del Norte,176
1954,California,60,El Dorado,170,El Dorado,81
1954,California,60,Fresno,190,Fresno,269
1954,California,60,Glenn,210,Glenn,194
1954,California,60,Humboldt,230,Humboldt,89
1954,California,60,Imperial,250,Imperial,370
1954,California,60,Inyo,270,Inyo,76
1954,California,60,Kern,290,Kern,158
1954,California,60,Kings,310,Kings,188
1954,California,60,Lake,330,Lake,175
1954,California,60,Lassen,350,Lassen,33
1954,California,60,Los Angeles,370,Los Angeles,1058
1954,California,60,Madera,390,Madera,131
1954,California,60,Marin,410,Marin,141
1954,California,60,Mariposa,430,Mariposa,45
1954,California,60,Mendocino,450,Mendocino,54
1954,California,60,Merced,470,Merced,234
1954,California,60,Modoc,490,Modoc,54
1954,California,60,Mono,510,Mono,79
1954,California,60,Monterey,530,Monterey,146
1954,California,60,Napa,550,Napa,241
1954,California,60,Nevada,570,Nevada,71
1954,California,60,Orange,590,Orange,1870
1954,California,60,Placer,610,Placer,118
1954,California,60,Plumas,630,Plumas,46
1954,California,60,Riverside,650,Riverside,380
1954,California,60,Sacramento,670,Sacramento,297
1954,California,60,San Benito,690,San Benito,75
1954,California,60,San Bernardino,710,San Bernardino,312
1954,California,60,San Diego,730,San Diego,478
1954,California,60,San Francisco,750,San Francisco,27632
1954,California,60,San Joaquin,770,San Joaquin,473
1954,California,60,San Luis Obispo,790,San Luis Obispo,71
1954,California,60,San Mateo,810,San Mateo,293
1954,California,60,Santa Barbara,830,Santa Barbara,178
1954,California,60,Santa Clara,850,Santa Clara,875
1954,California,60,Santa Cruz,870,Santa Cruz,557
1954,California,60,Shasta,890,Shasta,69
1954,California,60,Sierra,910,Sierra,39
1954,California,60,Siskiyou,930,Siskiyou,47
1954,California,60,Solano,950,Solano,207
1954,California,60,Sonoma,970,Sonoma,261
1954,California,60,Stanislaus,990,Stanislaus,418
1954,California,60,Sutter,1010,Sutter,381
1954,California,60,Tehama,1030,Tehama,69
1954,California,60,Trinity,1050,Trinity,32
1954,California,60,Tulare,1070,Tulare,296
1954,California,60,Tuolumne,1090,Tuolumne,64
1954,California,60,Ventura,1110,Ventura,664
1954,California,60,Yolo,1130,Yolo,270
1954,California,60,Yuba,1150,Yuba,159
1954,Colorado,80,Adams,10,Adams,75
1954,Colorado,80,Alamosa,30,Alamosa,50
1954,Colorado,80,Arapahoe,50,Arapahoe,75
1954,Colorado,80,Archuleta,70,Archuleta,22
1954,Colorado,80,Baca,90,Baca,29
1954,Colorado,80,Bent,110,Bent,21
1954,Colorado,80,Boulder,130,Boulder,150
1954,Colorado,80,Chaffee,150,Chaffee,53
1954,Colorado,80,Cheyenne,170,Cheyenne,24
1954,Colorado,80,Clear Creek,190,Clear Creek,37
1954,Colorado,80,Conejos,210,Conejos,37
1954,Colorado,80,Costilla,230,Costilla,18
1954,Colorado,80,Crowley,250,Crowley,28
1954,Colorado,80,Custer,270,Custer,26
1954,Colorado,80,Delta,290,Delta,72
1954,Colorado,80,Denver,310,Denver,2296
1954,Colorado,80,Dolores,330,Dolores,53
1954,Colorado,80,Douglas,350,Douglas,46
1954,Colorado,80,Eagle,370,Eagle,39
1954,Colorado,80,Elbert,390,Elbert,27
1954,Colorado,80,El Paso,410,El Paso,33
1954,Colorado,80,Fremont,430,Fremont,36
1954,Colorado,80,Garfield,450,Garfield,42
1954,Colorado,80,Gilpin,470,Gilpin,21
1954,Colorado,80,Grand,490,Grand,31
1954,Colorado,80,Gunnison,510,Gunnison,45
1954,Colorado,80,Hinsdale,530,Hinsdale,32
1954,Colorado,80,Huerfano,550,Huerfano,13
1954,Colorado,80,Jackson,570,Jackson,26
1954,Colorado,80,Jefferson,590,Jefferson,169
1954,Colorado,80,Kiowa,610,Kiowa,24
1954,Colorado,80,Kit Carson,630,Kit Carson,35
1954,Colorado,80,Lake,650,Lake,43
1954,Colorado,80,La Plata,670,La Plata,33
1954,Colorado,80,Larimer,690,Larimer,16
1954,Colorado,80,Las Animas,710,Las Animas,12
1954,Colorado,80,Lincoln,730,Lincoln,23
1954,Colorado,80,Logan,750,Logan,51
1954,Colorado,80,Mesa,770,Mesa,79
1954,Colorado,80,Mineral,790,Mineral,102
1954,Colorado,80,Moffat,810,Moffat,15
1954,Colorado,80,Montezuma,830,Montezuma,61
1954,Colorado,80,Montrose,850,Montrose,44
1954,Colorado,80,Morgan,870,Morgan,69
1954,Colorado,80,Otero,890,Otero,33
1954,Colorado,80,Ouray,910,Ouray,32
1954,Colorado,80,Park,930,Park,17
1954,Colorado,80,Phillips,950,Phillips,66
1954,Colorado,80,Pitkin,970,Pitkin,40
1954,Colorado,80,Prowers,990,Prowers,39
1954,Colorado,80,Pueblo,1010,Pueblo,22
1954,Colorado,80,Rio Blanco,1030,Rio Blanco,27
1954,Colorado,80,Rio Grande,1050,Rio Grande,122
1954,Colorado,80,Routt,1070,Routt,38
1954,Colorado,80,Saguache,1090,Saguache,47
1954,Colorado,80,San Miguel,1130,San Miguel,24
1954,Colorado,80,Sedgwick,1150,Sedgwick,79
1954,Colorado,80,Summit,1170,Summit,57
1954,Colorado,80,Teller,1190,Teller,18
1954,Colorado,80,Washington,1210,Washington,43
1954,Colorado,80,Weld,1230,Weld,75
1954,Colorado,80,Yuma,1250,Yuma,39
1954,Nevada,320,Churchill,10,Churchill,126
1954,Nevada,320,Clark,30,Clark,240
1954,Nevada,320,Douglas,50,Douglas,61
1954,Nevada,320,Elko,70,Elko,13
1954,Nevada,320,Esmeralda,90,Esmeralda,66
1954,Nevada,320,Eureka,110,Eureka,20
1954,Nevada,320,Humboldt,130,Humboldt,13
1954,Nevada,320,Lander,150,Lander,32
1954,Nevada,320,Lincoln,170,Lincoln,11
1954,Nevada,320,Lyon,190,Lyon,107
1954,Nevada,320,Mineral,210,Mineral,51
